"GENE_SYMBOL","Tetanis_Means","NT7_Mean","T7_Mean","FC_tet_flu_nt7","FC_tet_flu_t7"
"ABCD2",0.0772429989324604,3.17615495833333,3.68737142833333,0.0243196569266234,0.0209479843389072
"ABCD3",0.0998562368320666,6.86553064833333,7.7049637555,0.0145445766608452,0.0129599878728549
"ABCD4",0.207892851641333,4.76727976633333,5.62871403383333,0.0436082759626314,0.0369343424433576
"ABCE1",24.8620597443753,7.48902257816667,8.20669391916667,3.31980034575641,3.02948544069739
"ABCF1",24.9181915932979,7.97305726333333,7.73413487466667,3.12529946422086,3.22184601084706
"ABCF2",22.1722975820734,5.05934127866667,5.27775397125,4.38244750864417,4.2010858601698
"ABCF3",24.1732574729432,5.80557789366667,6.136836073,4.1637986632328,3.93904239666713
"ABCG1",21.1665579222195,3.89237970433333,5.215186751,5.4379478699509,4.05863853641692
"ABCG2",21.9445873971315,2.83076063933333,3.302821518,7.75218755419026,6.64419414659134
"ABCG4",0.500802053057158,2.98814493333333,3.386012852,0.167596306146538,0.147903175488939
"ABCG5",0.265036758744942,2.31265312,2.85417220433333,0.114602901945339,0.0928594141385554
"ABCG8",0.146220740851044,2.94703705366667,3.14962788133333,0.0496161867626055,0.0464247671026917
"ABHD1",21.3700165528535,2.44652607366667,3.04450915955556,8.73484112140514,7.01919929712844
"ABHD10",20.031609492955,6.6246845445,7.458842715,3.02378314897814,2.68561897044306
"ABHD11",24.6269454501768,3.86065688511111,4.77238576611111,6.37895212733159,5.16030066660866
"ABHD12",23.9790610520096,5.22175987144444,5.59673604466667,4.59214166150014,4.28447238902041
"ABHD12B",0.0795203396435263,2.27420334666667,2.77543452866667,0.0349662398307875,0.0286514918014399
"ABHD13",19.9105003056089,6.10205765916667,7.3748076985,3.26291579295368,2.69979925166843
"ABHD14A",20.5081405924307,6.43295866466667,6.61793399866667,3.1879795381047,3.09887354521252
"ABHD14B",21.8169029513185,5.67333739366667,6.18229139966667,3.84551480680022,3.5289347494191
"ABHD2",22.0153791963511,5.44502505966667,6.48057468877778,4.04320989437262,3.39713378112508
"ABHD3",22.5986238965169,7.76017424966667,9.104261066,2.91212840967941,2.48220297426573
"ABHD4",23.5359382287216,4.32353582466667,4.8879492275,5.44367831866783,4.81509466103013
"ABHD5",21.4368670418892,4.63133825483333,5.52482346033333,4.6286550155384,3.88009991555383
"ABHD6",21.4617255043416,3.5485816445,3.84511044125,6.04797286758371,5.58156282693525
"ABHD8",23.3024205835621,2.92622751633333,3.25605771233333,7.96329760877953,7.15663622769858
"ABI1",23.8353529389935,6.73279321333333,7.38135045455556,3.54018788098096,3.22913172674019
"ABI2",21.9870288270375,4.97215517711111,5.607159784,4.42203190444515,3.92124171131654
"ABI3",24.7362563783989,5.07629966233333,5.50565359466667,4.87289128377202,4.49288280729484
"ABI3BP",0.0840642647884745,2.21483091377778,2.745368342,0.0379551613920217,0.0306203956323157
"ABL1",21.4699125395885,6.33767524433333,6.936322264,3.38766372713485,3.09528763549798
"ABL2",24.3213763263706,5.03134044866667,5.30628880822222,4.83397547323912,4.58350029660731
"ABLIM1",20.997947399753,8.27498287783333,9.07441426333333,2.53752155258247,2.31397275795515
"ABLIM2",0.30061186365027,2.9530900442,3.55071118193333,0.101795698455144,0.0846624375364121
"ABLIM3",19.8540991356304,5.351514478,5.09797552866667,3.70999634164315,3.89450655931709
"ABO",0.282933963271499,2.76803699055556,3.59862139411111,0.102214661233524,0.0786228758975591
"ABP1",23.8646220555504,2.33492731333333,2.99218632433333,10.2207130471575,7.97564705829859
"ABR",24.6117755117658,6.079107943,6.3937907045,4.04858340113961,3.84932454771218
"ABRA",0.385891153619328,2.38522864833333,2.859410095,0.161783715741033,0.134954812635691
"ABT1",20.781372190614,6.34595174733333,7.300328996,3.27474475351103,2.84663502179156
"ABTB1",22.7017931559483,3.787975734,3.9803823966,5.99312000659936,5.7034201476069
"ABTB2",22.6116736918874,2.55890105116667,3.31342788816667,8.83647833181286,6.82425405201697
"ACAA1",23.4526443332483,7.21356206466667,8.27918103033333,3.25118771045494,2.83272515087208
"ACAA2",19.5114905457638,5.36559705933333,6.08879224683333,3.6364062246948,3.20449273924749
"ACACA",0.323850407018391,4.36708948366667,5.27990159516667,0.0741570348465774,0.0613364475040312
"ACACB",21.9560468251366,3.79261852016667,4.32444932372222,5.78915245717139,5.07718906652332
"ACAD10",23.1737611991726,3.39473108241667,3.83878206008333,6.8263908499861,6.03674833227431
"ACAD8",20.4574048028107,6.73891893633333,7.43928320633333,3.03571017786151,2.74991611898773
"ACAD9",22.0513216575739,3.97821775433333,5.11398739133333,5.54301524434005,4.31196246102293
"ACADL",17.6244868191265,2.44724725166667,2.8902523615,7.20175977606002,6.09790586244158
"ACADM",22.9854131206993,7.12357459166667,8.65506963133333,3.22666841273595,2.65571671861389
"ACADS",20.1097087266566,4.128482878,4.66129308233333,4.87096817909018,4.31419101340656
"ACADSB",19.5385401686126,5.2323498055,6.84641650533333,3.73418079733022,2.85383457950479
"ACADVL",27.2917294857534,7.81502240233333,7.862070331,3.49221385182528,3.47131586678163
"ACAN",20.3283347689759,2.72199958183333,3.45846948175,7.46816234089363,5.87784130415101
"ACAP1",26.4083987386818,5.2232285,5.62455356766667,5.05595317889727,4.69519908042004
"ACAP2",23.5936096985498,7.95308123633333,8.829987465,2.96659986204634,2.67198677145005
"ACAP3",20.8226701999887,3.98890620083333,4.08793359516667,5.22014536106128,5.09369091137101
"ACAT1",22.6792462942248,4.30499828944444,4.96189976622222,5.26811969933478,4.57067803920832
"ACAT2",26.6532435191934,6.168267279,6.79095324466667,4.32102603756081,3.92481623108298
"ACBD3",23.4463416948464,7.53754128266667,8.35696171866667,3.11060872711419,2.80560597070525
"ACBD4",23.7378274341251,4.07303756766667,4.582094667,5.82804038503476,5.18056241942875
"ACBD5",21.6177563901719,6.30846039033333,7.6242675025,3.42678800413767,2.83538797439668
"ACBD6",23.4426108470083,6.59125875166667,7.148898903,3.55662123582702,3.27919182591472
"ACCN1",20.9484460417328,2.77779940533333,3.179875274,7.54138185842798,6.58782003590396
"ACCN2",22.5825592903003,3.23521406833333,3.78439708916667,6.98023648924538,5.96728058874842
"ACCN3",20.3221971387203,2.38007951933333,2.88960899,8.53845301118873,7.03285365218921
"ACCN4",23.0422224050554,2.776177435,3.35482864566667,8.29998187960036,6.86837535944447
"ACCN5",20.7568134612686,2.56525446733333,2.821855982,8.09152219617653,7.35573097765152
"ACCS",0.354264077007052,4.514384139,5.527107206,0.0784745086149285,0.064095749151107
"ACD",25.1770264024191,6.95317308466667,7.05670047066667,3.62094055416802,3.56781848784358
"ACE",24.2329947572222,2.5205382505,3.09024258133333,9.61421424666541,7.84177750432995
"ACE2",0.106571664198044,2.41620986033333,2.98950218333333,0.0441069569111608,0.0356486323349045
"ACER1",23.7661532859263,2.46480636433333,3.13986827733333,9.64219892882112,7.56915615138822
"ACER3",17.9712739140422,5.64566936013333,6.25515206913333,3.18319631697628,2.87303549384887
"ACHE",21.1420794196795,2.50872181583333,3.08254867116667,8.42743076822835,6.85863604277746
"ACIN1",28.1295683619939,6.14676672866667,6.31224950333333,4.57631948692735,4.45634608504297
"ACLY",23.8917980300237,7.56650361811111,8.22510669888889,3.15757438783701,2.90474019422158
"ACMSD",0.150559676575381,2.24012254,2.82357316033333,0.067210464555828,0.0533223925947814
"ACN9",0.500802053057158,5.69680825666667,6.845279692,0.087909234521119,0.0731602031751075
"ACO1",0.228562188576655,4.71872193966667,6.11811371733333,0.0484373081311082,0.0373582772626654
"ACO2",26.1638087185639,5.58087281966667,6.08195470116667,4.68812129643309,4.30187497344317
"ACOT11",0.0817940911636473,2.72066920958333,3.32801532166667,0.0300639603210616,0.0245774382801474
"ACOT12",20.8848051590556,2.25436128866667,2.940296175,9.26417840123921,7.10295967346064
"ACOT4",0.358021097465946,3.10703702233333,4.807231418,0.11522910570183,0.074475527873567
"ACOT7",19.7661379569614,4.62205377466667,4.80318465333333,4.27648377119691,4.11521508823195
"ACOT8",24.0276716558992,4.4638104515,5.321294154,5.38277149465992,4.5153812137669
"ACOT9",22.6331649409356,7.13149729,7.96117418633333,3.17369046366637,2.84294306482945
"ACOX1",19.1809622293465,4.19517897206667,4.83286416373333,4.57214396741158,3.96886019956528
"ACOX2",21.7884258810823,2.89701194633333,3.147309926,7.52099966610748,6.92287267329082
"ACOX3",0.0931094043914815,4.26525917583333,4.83036762783333,0.0218297178560761,0.0192758422474866
"ACOXL",17.6820714650708,2.566702481,3.13595202066667,6.88902262570835,5.6385019121918
"ACP1",25.3860905493358,7.16101538525,7.70207122375,3.54504063789963,3.29600828294804
"ACP2",21.8010889388441,5.10219030533333,5.77489753866667,4.27288823704898,3.77514731523317
"ACP5",27.3479013258152,5.457746017,5.669191562,5.0108416992346,4.8239508273323
"ACP6",17.4209922208045,6.21029623466667,6.728375733,2.80517894195743,2.58918242858547
"ACPL2",19.8779104718615,4.79548469366667,5.4522260015,4.14513062633982,3.64583391561406
"ACPP",0.0840642647884745,5.054560044,5.860859355,0.0166313712878459,0.014343334261512
"ACPT",21.5740719157954,2.927337765,3.605017601,7.36986082499277,5.98445674989519
"ACR",24.0684655145057,2.73696702433333,2.95668809366667,8.79384563296605,8.14034647958344
"ACRBP",20.8064765276678,6.40292651922222,6.698688216,3.2495260511275,3.10605238768553
"ACRC",0.50758324082241,5.121495814,5.55920759333333,0.0991083970887748,0.091304962497013
"ACRV1",19.9311696546845,2.55523665466667,3.10926806838889,7.80012669992187,6.41024486029992
"ACSBG1",19.6008518002287,3.44337851166667,3.65687059966667,5.6923314511658,5.36000694200537
"ACSBG2",20.3091305016484,2.51587030433333,2.96903052,8.07240757469412,6.84032392555142
"ACSF2",19.1709223700087,5.06275041366667,5.577244209,3.78666155816365,3.43734677048435
"ACSF3",22.4295711357551,3.50591689166667,3.9748350095,6.39763343765185,5.64289362505554
"ACSL1",22.8662133571853,10.5162131791667,8.84583409816667,2.17437712298232,2.58496972737985
"ACSL3",18.6017546565898,5.57934888588889,7.10495129155556,3.3340368270636,2.61813964561566
"ACSL4",22.8217239632023,4.89672711977778,5.91241430255555,4.66060766813527,3.85996697716835
"ACSL5",23.9000604898338,7.27899068833333,8.1346329165,3.28343056244605,2.93806256965275
"ACSL6",0.130930869826449,3.86905350393333,4.9936053332,0.0338405425754239,0.0262197072235474
"ACSM1",18.7403566313292,2.45559220966667,2.917600371,7.6317055240508,6.42320888686548
"ACSM3",20.5929913917967,4.08993366016667,4.35279221466667,5.03504288892489,4.73098424556287
"ACSM5",25.8040816411823,2.46359256433333,3.13752992644444,10.474167691022,8.22433004501231
"ACSS1",26.118817051817,3.74878401893333,4.15199196913333,6.96727710102882,6.29067138038538
"ACSS2",0.0885939232689884,5.92575783466667,6.24925913833333,0.0149506486327705,0.0141767081997845
"ACSS3",17.3475536080123,2.38384293933333,2.8247402645,7.27713781884628,6.1412915821069
"ACTA1",0.254997086768375,2.53240272,3.14319378566667,0.100693734355322,0.0811267469193886
"ACTA2",22.6045070592571,2.92198962866667,3.86236358388889,7.73599838873203,5.85250626159263
"ACTB",30.0140791472514,12.9363087872222,12.9539259622222,2.32014244874069,2.31698708443927
"ACTC1",0.425817338032086,2.31509802666667,3.00236524766667,0.183930586578741,0.141827293785463
"ACTG1",28.8880375372114,12.346732752963,12.7034229859259,2.33973133744867,2.27403571220264
"ACTG2",21.7803647479364,2.549246859,3.10166141983333,8.54384292797767,7.02216064224922
"ACTL6A",22.0712703972681,5.84772621866667,7.61223786733333,3.77433374476628,2.89944570597082
"ACTL6B",22.4874475751221,2.53042994166667,3.0383321225,8.88680899828065,7.40124735166181
"ACTL7A",19.606434314837,2.68286105033333,3.181567677,7.30803196550229,6.16250738796936
"ACTL7B",22.2346925545442,2.623293604,3.18909282233333,8.475868854573,6.97210579724548
"ACTL8",22.4328430637531,2.86193129266667,3.34116087733333,7.83835835655258,6.71408647693055
"ACTN1",23.7226759809003,6.956570088,7.20097211733333,3.41011097147165,3.29437131464485
"ACTN2",0.135315964512171,2.52124854241667,3.178312215,0.0536702202244876,0.04257478666619
"ACTN3",23.0623830878014,2.66988392233333,3.40596479766667,8.63797219605192,6.77117482353333
"ACTN4",27.8659157666342,6.42729797466667,6.07785075533333,4.33555685086771,4.58483054099047
"ACTR10",22.662762374688,9.004203422,9.544467192,2.51690919369013,2.37443975853188
"ACTR1A",25.5420284119187,6.77640600533333,7.2697437625,3.76925886551308,3.51347024687086
"ACTR1B",25.3276125454434,6.93174107933333,7.37527823866667,3.65386015657112,3.43412298842602
"ACTR2",24.9011143227918,7.97996121280952,9.26296726571429,3.12045555845813,2.68824380012225
"ACTR3",26.9962506776431,9.49015601433333,9.9284049146,2.84465825818561,2.7190924332613
"ACTR3B",22.073911881474,3.668203302,5.015148325,6.01763590077973,4.40144746496086
"ACTR5",18.7319045319077,6.09737568183333,6.83332435533333,3.07212569953956,2.74125792335434
"ACTR6",22.4071113764512,5.10012651183333,5.93438864566667,4.39344226549326,3.77580787412922
"ACTR8",18.4277159101624,5.26627640933333,5.83838669683333,3.49919268907026,3.15630273687718
"ACTRT2",20.3260336346685,2.37723273933333,2.999803413,8.5502918155034,6.77578855553776
"ACVR1",21.502542687297,6.99741263266667,7.82583029066667,3.07292763998434,2.74763723319449
"ACVR1B",0.314213129759356,3.84311987444444,4.45926234083333,0.0817599086223609,0.0704630285780938
"ACVR1C",0.0953618561228602,3.96092407783333,4.79089757966667,0.0240756586718078,0.0199047995781816
"ACVR2A",20.6274653594144,7.5872255965,6.56677207066667,2.71870990219797,3.14118795923433
"ACVR2B",24.5233743282321,3.53990562088889,4.39501857288889,6.92769156994478,5.57981130717103
"ACVRL1",0.34672055633865,2.71094494033333,3.29257939266667,0.127896568897492,0.105303628246862
"ACY1",22.880307535486,3.52870937983333,3.86424445033333,6.48404418517648,5.92103005634448
"ACY3",18.1223289663671,2.9352028825,3.4050630665,6.17413163308552,5.32217131149781
"ACYP1",21.1551679152856,6.15886455266667,7.03271287533333,3.43491364916051,3.00810914511889
"ACYP2",20.826918389024,6.338502779,7.07165134933333,3.28577885270088,2.9451279991324
"ADA",22.5175474777009,7.400031642,7.887363738,3.0428988100401,2.8548889369987
"ADAD1",0.124328135002202,2.3071784965,3.0492211445,0.0538875233064143,0.0407737350327828
"ADAD2",25.3776598725374,3.65688067766667,3.772550496,6.93970137651032,6.7269238408989
"ADAL",18.5846648437207,3.82391980816667,4.08189231866667,4.86010841650753,4.55295323659867
"ADAM10",18.5942621840649,8.07338155655555,8.46507557722222,2.3031566207801,2.19658548992737
"ADAM11",20.3696986143179,2.69683930583333,3.24322583766667,7.55317477398738,6.28069077945336
"ADAM12",0.0680975163834083,2.70528128758333,3.52826627875,0.0251720649885694,0.0193005603895446
"ADAM15",21.8291297087636,4.88283810766667,4.88391485016667,4.47058231860874,4.46959670232962
"ADAM17",25.0831160870498,6.06843170241667,6.51873614675,4.13337701025139,3.84784957120182
"ADAM18",0.224451943514742,2.49911258133333,3.20626020766667,0.0898126579775738,0.0700042819288472
"ADAM19",26.1682170024735,5.24487451816667,5.51626046383333,4.98929324464001,4.74383274213431
"ADAM2",0.117695042669755,2.163723693,2.73937719033333,0.054394672966108,0.0429641610089603
"ADAM20",17.8084363471399,2.78938431983333,3.41841806416667,6.3843609575478,5.20955483292568
"ADAM21",0.302562770020431,2.60885306333333,3.46463905466667,0.115975397109505,0.0873287996949916
"ADAM22",0.172060745786304,2.65404764833333,3.13635106752381,0.0648295617052517,0.0548601677815832
"ADAM23",0.41863973595904,2.65102642811111,3.67537042077778,0.157916092996978,0.11390409347378
"ADAM28",19.8511734807128,5.7420534445,6.29535211591667,3.45715581935713,3.15330629886812
"ADAM29",0.189033824390017,2.36656049466667,2.81729931933333,0.0798770303214423,0.0670975295712452
"ADAM30",21.241318080186,2.26276334916667,2.86611548783333,9.38733521912873,7.41118708243106
"ADAM32",17.5722222190521,2.27697936233333,2.841710488,7.71733925644586,6.18367785643759
"ADAM33",24.5924356221503,3.18297313416667,4.140163113,7.72624668369649,5.93996781067168
"ADAM5P",0.102098187618736,2.52636565933333,3.08185949233333,0.0404130681722764,0.0331287613444816
"ADAM6",20.8097534668457,2.82594236166667,3.394170142,7.36382799208,6.13102837991016
"ADAM7",17.4438141487963,2.244883621,2.78832008477778,7.77047593274606,6.25603001751018
"ADAM8",21.3920840333813,4.96177081933333,5.60845853533333,4.31138091868893,3.8142537559315
"ADAM9",22.283245633787,4.91771552144444,5.36076696766667,4.53121892403445,4.15672715642888
"ADAMDEC1",0.236747714313518,3.359160591,3.14156875233333,0.0704782364224627,0.0753597113345613
"ADAMTS1",0.454175893185802,2.67545115966667,3.41971855416667,0.169756749826966,0.132810898321566
"ADAMTS10",26.2068580393332,3.8533054675,4.40245498333333,6.80113690969224,5.95278274020887
"ADAMTS12",0.0863308717604196,2.7390824595,3.17583335583333,0.0315181718830687,0.0271836907317093
"ADAMTS13",24.5735508764016,3.06063310416667,3.48560535883333,8.02891102594028,7.05000949523059
"ADAMTS14",23.680893836663,2.47915430866667,2.785052771,9.5520047920692,8.50285283038288
"ADAMTS15",20.8272930578046,2.4738486755,2.8049704975,8.41898425884726,7.42513800996035
"ADAMTS16",0.0680975163834083,2.409772533,2.847050385,0.0282588980706123,0.0239186200364376
"ADAMTS17",21.3044953223708,2.67772266866667,3.28889271377778,7.95619933746873,6.47771063894006
"ADAMTS18",17.7635185269973,2.82213519155556,3.47968989533333,6.29435421100648,5.10491424848527
"ADAMTS19",20.805432360189,2.18821759616667,2.74015391133333,9.50793577230894,7.59279698637996
"ADAMTS2",19.1438969844449,2.53128450483333,3.27083859433333,7.56291793668028,5.8529017658075
"ADAMTS20",0.0863308717604196,2.406388308,2.81638981383333,0.0358757028005056,0.0306530265577535
"ADAMTS3",0.0726775044866682,2.52219982633333,3.05646252766667,0.0288151254820772,0.0237783070555591
"ADAMTS4",17.8256724699246,2.686971877,3.64376486833333,6.63411203612109,4.89210284254102
"ADAMTS5",18.459437288842,2.595409568,3.57805963,7.11234077135144,5.15906362601398
"ADAMTS6",0.214124805352847,2.91046985533333,3.43644636266667,0.0735705284699896,0.0623099512563575
"ADAMTS7",26.7723672411476,2.36734869122222,3.13031822511111,11.3090088251112,8.55260242437405
"ADAMTS8",0.499101764067318,2.524925239,2.95921991833333,0.197669917650706,0.168659909652277
"ADAMTS9",0.126532405928932,2.62559283308333,3.23745922458333,0.0481919375824698,0.0390838608771102
"ADAMTSL1",24.6130355824152,2.43676256561111,2.901806626,10.1007114643698,8.48196959848529
"ADAMTSL2",23.048082628576,2.67681381533333,3.332026991,8.61026736209741,6.91713563270353
"ADAMTSL3",21.2223005069489,2.49338151583333,3.0793470085,8.51145337052684,6.89181844344546
"ADAMTSL4",19.228824819119,3.09267629166667,3.57284548883333,6.2175355600364,5.38193573699655
"ADAMTSL5",25.3755668533755,2.45692390033333,3.03248711366667,10.3281859279129,8.36790591426227
"ADAP1",22.5614179337592,6.87396741216667,6.75425001433333,3.28215375211502,3.34032910920993
"ADAP2",22.0567053464725,6.001731397,6.69986813083333,3.67505706061715,3.29211036930201
"ADAR",25.003639152577,10.1397241033333,10.8131044266667,2.46590921979399,2.31234603551172
"ADARB1",0.354264077007052,3.5215694484,4.32155583833333,0.10059835030884,0.0819760498903282
"ADARB2",17.8591656090669,2.49497504083333,3.10393938366667,7.15805381487981,5.75370952894382
"ADAT1",0.18269229751619,6.224212933,6.62497604433333,0.0293518713904498,0.0275762955659977
"ADAT2",20.7331425665834,4.592767793,5.15542878683333,4.51430237735587,4.02161360846156
"ADAT3",23.4660667085873,3.60700256488889,3.95431123455556,6.50569726149061,5.93429938026229
"ADC",18.6197628183076,3.78067604433333,4.01990305816667,4.92498235764364,4.63189349317279
"ADCK1",0.0885939232689884,4.80757804,4.46617497966667,0.0184279740301394,0.0198366440348471
"ADCK2",0.284908905456556,4.70723912341667,5.12302842958333,0.0605256920217301,0.0556133758328037
"ADCK4",21.4508669849398,3.98265598166667,4.57037799133333,5.38607077379629,4.69345577665927
"ADCK5",19.6162357239436,3.66696356766667,3.71959632233333,5.34944930920751,5.27375393027547
"ADCY1",20.1870503665353,2.53718983953333,3.1276338012,7.95646035310007,6.45441622954387
"ADCY10",21.1169366043324,2.59249176466667,3.03120394266667,8.14542090051633,6.9665179261264
"ADCY2",0.0863308717604196,2.49150907188889,3.07467794422222,0.0346500330801403,0.0280780209591213
"ADCY3",22.8059973774499,4.466770499,4.87917828833333,5.1057016210158,4.67414716776831
"ADCY4",22.6734728462676,3.42731712266667,4.31186860433333,6.61551646222519,5.25838677539508
"ADCY5",21.1168029055424,2.56114488933333,3.10372597883333,8.24506375780994,6.80369434980856
"ADCY6",0.0658020583957461,2.506667888,3.382411536,0.0262508083782282,0.0194541845944515
"ADCY7",23.0101350880797,6.4398927295,7.770123728,3.57306185903911,2.96136019110759
"ADCY8",0.161350265704302,2.52190059433333,3.276508953,0.0639796295170609,0.0492445673180806
"ADCY9",17.7154106172929,4.12793867122222,4.87934214344444,4.29158764901118,3.63069653582177
"ADCYAP1",0.128733314122203,2.42134225783333,3.22036128016667,0.0531660956668704,0.0399748049745338
"ADCYAP1R1",20.9796335329132,2.66879571616667,3.07645439833333,7.86108633411902,6.81941963588958
"ADD1",25.9471875416514,6.61939052516667,7.49699208125,3.91987562042173,3.46101306503249
"ADD2",0.0885939232689884,2.83506087073333,3.5062192362,0.0312493901572111,0.0252676507944225
"ADD3",21.7347110361349,10.2802187453333,11.0076892841667,2.11422651351669,1.97450259314621
"ADH1A",20.186978564424,2.48132282066667,2.90466106866667,8.13557123494325,6.94985682914478
"ADH1C",0.205809537140843,2.26626874366667,2.727861449,0.0908142680412462,0.0754472105671974
"ADH4",19.1035216723861,2.42370350358333,2.95160617508333,7.88195488604216,6.4722461396283
"ADH5",21.8459836832315,7.77774082166667,8.54228253933333,2.80878267663208,2.55739418388945
"ADH6",0.0749620576812219,2.25824615866667,2.93105235433333,0.0331948124404124,0.0255751343268899
"ADH7",0.0885939232689884,2.47189709833333,2.98192097633333,0.0358404576504105,0.0297103524781956
"ADHFE1",18.0419244176563,6.28022468566667,6.708696012,2.87281511740071,2.68933402040938
