"","Females_AD1_Mean","Females_control1_Mean","males_AD1_Mean","males_control1_Mean","FC_fem_ctrl_AD","FC_male_ctrl_AD"
"KIAA0319",8.9846886457483,9.26032635555162,8.97747277136392,9.37189017405361,0.970234557701298,0.957914850114052
"KIAA0319L",7.18248661049163,7.2327873932078,7.18512415278952,7.24004798386374,0.9930454498409,0.992413885764758
"KIAA0355",8.78075040514067,8.50908670981059,8.7232746536559,8.46821097123695,1.0319263047369,1.0301201379235
"KIAA0363",9.44613098757044,9.40499367477949,9.54615146519535,9.50272120450061,1.0043739862262,1.00457029726119
"KIAA0367",10.2066386666628,10.7066236689789,10.4470476506899,10.7585531858367,0.953301337772366,0.971045778203997
"KIAA0368",8.98828861505853,9.18537394001058,9.0868865463897,9.21068951798989,0.978543570872649,0.986558772678378
"KIAA0406",7.14724023139517,7.28601705729837,7.14650549975227,7.2842709563664,0.980952991900535,0.981087269070665
"KIAA0408",7.92501112837612,7.86695145862852,7.97809108064402,7.8332329608438,1.00738019931265,1.01849276288913
"KIAA0415",6.80507160491215,6.82053813382023,6.86962619036447,6.80769813908619,0.997732359440761,1.00909676810179
"KIAA0427",9.46827334115372,9.39269439016351,9.24756784794581,9.25419098971316,1.00804656766746,0.999284308939084
"KIAA0430",10.4620842965603,10.6116627683834,10.5510504572756,10.740431695191,0.985904332328694,0.982367446366219
"KIAA0460",7.63248482086063,7.98455658996756,7.70090282036331,7.99042952948689,0.955905908469695,0.963765814083567
"KIAA0467",6.57090345451711,6.65039048635885,6.60327924134605,6.630572112209,0.988047764713247,0.995883783420031
"KIAA0492",7.32367621679523,7.17164781540432,7.19721756569994,7.09868361575128,1.02119853139809,1.01388059466829
"KIAA0494",10.3575693094218,10.009781149383,10.2905969243972,10.0312417515793,1.03474483156509,1.02585474253743
"KIAA0513",9.7175074777936,10.4591783797416,9.92839267518633,10.37885733641,0.929088990069761,0.956597855946689
"KIAA0514",6.48847913130083,6.47210450776488,6.47135001452762,6.49325485153627,1.00253003076763,0.996626524368827
"KIAA0527",6.46502806080518,6.46746031853335,6.47131263759158,6.4598463074121,0.999623923826606,1.00177501594215
"KIAA0556",9.02625684605395,8.77204028834437,9.07368816250503,8.71755317483979,1.02898032263342,1.0408526315266
"KIAA0562",7.26646153663298,7.03292107379027,7.22945088625805,7.0321422948861,1.03320675156061,1.02805810563808
"KIAA0564",6.98602709047008,7.09784592018538,7.07552790522909,7.13506754720888,0.984246089451266,0.991655349919836
"KIAA0565",6.93131362490512,6.79484225365162,6.89496802520654,6.82021950431268,1.02008455327718,1.01095984093277
"KIAA0586",7.38571232738809,7.2579229496854,7.36911539862358,7.31103558345927,1.01760687990057,1.00794412973392
"KIAA0649",7.66330082540433,7.38257145142435,7.53383594262865,7.39321513605702,1.03802596098488,1.01902025086296
"KIAA0652",6.72023018739552,6.79223328584439,6.75768405465843,6.78865091085671,0.989399201202508,0.995438437385437
"KIAA0664",8.128694705998,8.10746898560473,8.06777481777234,8.04730202538433,1.0026180452162,1.00254405666936
"KIAA0672",9.40538917381586,9.78516475891816,9.51992632531535,9.8144176511442,0.96118863662912,0.96999400919172
"KIAA0692",6.53657736440254,6.51905813947001,6.52989593076749,6.52177566535925,1.00268738590111,1.00124510038752
"KIAA0738",6.5674265229866,6.80027698985142,6.54950418447823,6.70411582228771,0.965758679063761,0.976937803297569
"KIAA0748",7.85812382341214,8.87346288236668,8.03536239671739,8.75532266671155,0.885575781133629,0.91776884788821
"KIAA0753",7.71348009066539,7.94405134935066,7.81043443104331,7.98748049191204,0.970975608219839,0.977834554832653
"KIAA0773",7.96935908751515,8.16163347247526,7.94489081963723,8.1343259044259,0.976441678542838,0.976711643101784
"KIAA0776",6.82978100966293,6.88759571771564,6.85215777021492,6.93338463507667,0.99160596666497,0.988284673483884
"KIAA0802",6.56737379674769,6.67190866639705,6.6148696259624,6.65053763212153,0.9843320892302,0.994636823647632
"KIAA0831",8.47157828423871,8.45617888695864,8.42982889363056,8.41730153817874,1.00182108225073,1.00148828640569
"KIAA0853",6.5105495402446,6.50694002565415,6.51791848712113,6.50622812036243,1.00055471766702,1.0017967963223
"KIAA0888",6.56716977688637,6.58945589253381,6.55842707766553,6.59467394851678,0.996617912615109,0.994503614411536
"KIAA0889",6.78071537482935,6.80914836490195,6.78232248936774,6.78928213589141,0.995824295705002,0.998974906862851
"KIAA0892",7.80862781848763,8.03525338457678,7.96077964272374,7.98914654632029,0.971796089651119,0.996449319907693
"KIAA0895L",7.51940107695052,7.58434433893302,7.53497187047269,7.55177376194072,0.991437194953146,0.997775106617639
"KIAA0907",9.35245671815635,9.37795543880367,9.40726103220966,9.3243791676876,0.997280993622361,1.00888872739209
"KIAA0913",10.068357904431,9.79293096072155,10.0438667342272,9.79789724375005,1.02812507765184,1.02510431415619
"KIAA0922",6.99574026954391,6.97465740877803,6.96063716754102,7.0014204413867,1.00302278083786,0.994175000032193
"KIAA0947",7.28173088318906,7.38640561916217,7.35292920771785,7.43660256590963,0.985828731676803,0.988748442928046
"KIAA0953",6.61883523772511,6.60566014082121,6.61107581264374,6.62924135657069,1.00199451631223,0.997259785403808
"KIAA1009",7.01856542672114,7.03424569510877,7.04343121534277,7.07603790659052,0.997770867116777,0.995391956391671
"KIAA1012",9.22097302414593,9.29930219659261,9.32676000718161,9.33006992186154,0.991576876329992,0.999645242242807
"KIAA1024",6.86142839722578,6.9600553828426,6.86592049722126,6.99415055859347,0.98582956884798,0.981666099364324
"KIAA1024L",6.48853125138183,6.48730926733604,6.5026698019325,6.49451957470174,1.00018836531379,1.00125493920482
"KIAA1026",7.3081346987512,7.27401629820496,7.24191905291425,7.24989039915566,1.00469044873527,0.998900487344976
"KIAA1033",7.01367219934489,6.99300377936005,7.15663891683016,7.10495069703204,1.00295558541608,1.00727495826533
"KIAA1045",8.35704902050007,8.92987067536304,8.38054861755943,8.87319486194804,0.935853309002184,0.94447927132748
"KIAA1086",7.25356775911165,7.36064082113261,7.21995060836337,7.39785198679193,0.985453296170417,0.975952292807942
"KIAA1107",8.51135696656115,9.69641399083782,8.75430872660464,9.6783914086646,0.877783990514799,0.904521046624269
"KIAA1109",6.60163195764875,6.70135448377802,6.659091242096,6.70693322621234,0.985119049235395,0.992866786875205
"KIAA1128",8.80621153077193,9.07678040696261,8.90515284000307,9.0954038324958,0.97019109595478,0.979082732773996
"KIAA1143",6.59925099434675,6.60937608174515,6.6505055362697,6.62561025672184,0.998468072133712,1.00375743193204
"KIAA1147",7.60838119293763,7.48329721837016,7.67259957488093,7.51439179848645,1.0167150884052,1.02105396958758
"KIAA1160",7.49311534634113,7.36472146898115,7.45621340575252,7.36992993361632,1.01743363654698,1.01170750236615
"KIAA1191",10.1419285130789,10.2468191726664,10.2395747175338,10.2055833537772,0.989763588307749,1.00333066347883
"KIAA1202",6.88509331171002,6.76919476550576,6.90795395625884,6.76364515444867,1.01712146720831,1.02133595103156
"KIAA1210",6.52695042360004,6.56855104183982,6.52696196055623,6.5457732064026,0.993666697879822,0.997126199571355
"KIAA1211",6.87787127580723,6.96950452028957,6.89363756688681,6.9489015197822,0.986852258404371,0.992047095107325
"KIAA1217",7.4140770828378,7.63628984385094,7.51546249786456,7.67317320633771,0.970900428669287,0.97944648136668
"KIAA1239",6.73747779244151,6.99755436488554,6.83180888610783,7.05681292479414,0.962833218738661,0.968115345966484
"KIAA1244",8.23755582611233,8.50985109144611,8.41635996334494,8.51226944948025,0.968002346644175,0.988732794855176
"KIAA1245",6.52412525229906,6.51181937828854,6.52574055003872,6.52053533384711,1.00188977508368,1.00079828049771
"KIAA1257",6.57240912266419,6.57526526498823,6.55114984902887,6.56237740683668,0.999565623254891,0.998289102087284
"KIAA1267",9.65460099014716,9.52626794683272,9.61673156970592,9.47331409345536,1.01347149209225,1.01513910283516
"KIAA1271",6.56605567993136,6.57947297263742,6.60107862170686,6.54228478688715,0.997960734429361,1.00898674342908
"KIAA1274",8.64783045655109,8.04606036306423,8.44955590016155,7.97582202546379,1.07479065111782,1.05939624444795
"KIAA1276",6.66974769177314,6.64647281034213,6.62005061939209,6.64838448606741,1.0035018395614,0.995738232839165
"KIAA1279",7.9915066795177,8.63259835827555,8.15013249935066,8.66366812452025,0.925735954326744,0.940725381237058
"KIAA1285",7.37128347470249,7.20495962742498,7.31573109893867,7.2569504313464,1.02308463279161,1.00809991306243
"KIAA1310",11.1313736550168,10.9418751176906,11.0692958518593,10.8718054950646,1.01731865290803,1.01816536884186
"KIAA1324",7.0312019563967,7.25164218841731,7.07814451996457,7.30233493635955,0.969601336319005,0.969298803964922
"KIAA1324L",7.58111765325007,7.77809484432193,7.7310552010514,7.93078982476128,0.974675393523177,0.974815292281952
"KIAA1328",7.39515161581369,7.23842246847359,7.34603442091755,7.27203455430432,1.02165239014754,1.01017595090626
"KIAA1333",7.16657975105919,7.29085488236864,7.19141014894945,7.20982486362459,0.982954655755118,0.997445885992593
"KIAA1345",6.46271083103721,6.47320320275191,6.49946287826004,6.45576568604303,0.998379106697865,1.00676870790269
"KIAA1370",8.08483901502806,8.23977900358256,8.24604062457753,8.15575753721016,0.981196099011014,1.01106985917071
"KIAA1377",6.69450530476114,6.78014507209056,6.77629041457638,6.84546133175382,0.987369036146152,0.989895360761651
"KIAA1383",6.83028236734697,7.10286931124655,6.91645044957622,7.08260120296082,0.961622981930982,0.97654099833898
"KIAA1407",6.9055267018293,6.98972868014978,6.96107222648701,6.98910969633993,0.987953469701963,0.9959884060959
"KIAA1409",7.08321041463276,7.35876123738516,7.16620146567188,7.39039268870731,0.962554727098292,0.969664504651019
"KIAA1429",7.27510044754472,7.23553213912169,7.28754620076062,7.25830090389164,1.00546861069265,1.00402922078545
"KIAA1430",7.04011409835543,7.09712379652344,7.05172798482874,7.124614512029,0.991967210971304,0.989769758479255
"KIAA1432",6.56344322715386,6.540063820079,6.5434374105583,6.58085650671806,1.00357479800168,0.994313947413751
"KIAA1462",6.77682079368438,6.76857992728357,6.73902171515216,6.74832907478164,1.00121751777911,0.998620790491048
"KIAA1467",7.69933106491492,8.48184908309616,7.84343396748738,8.40538074595093,0.907742048872249,0.933144399349875
"KIAA1468",8.14593075694094,8.5974831189749,8.37261718071001,8.62376947551318,0.947478540430354,0.970876738354811
"KIAA1486",6.59601432872331,6.60242329997097,6.57310196777819,6.60878455770109,0.999029300158975,0.994600733370659
"KIAA1522",7.84015350766932,7.76666628204333,7.84005978271225,7.75560864472893,1.00946187501269,1.0108890406739
"KIAA1524",6.51083008212855,6.55780542321912,6.53097971505854,6.5366430351623,0.992836728439022,0.999133604195105
"KIAA1529",6.55354767132738,6.5329222865451,6.56324188241423,6.5326384022204,1.00315714528317,1.00468470445011
"KIAA1530",7.30589818584075,7.17253135329543,7.2241859172345,7.16091050897509,1.01859410938427,1.00883622385451
"KIAA1539",8.3843447439381,8.18797371156121,8.24735417411263,8.15377043401675,1.02398286063127,1.0114773577271
"KIAA1543",6.63817319511983,6.68683226946721,6.63310752229631,6.67370597009087,0.992723150157427,0.993916656206235
"KIAA1545",7.97766420737668,7.96851467930411,7.89054626209289,7.92086788143265,1.001148209979,0.996171932193083
"KIAA1549",6.56894086885532,6.64204038144406,6.61920307250491,6.65611265184522,0.988994419125641,0.994454784455897
"KIAA1553",6.47033087856738,6.48354858841766,6.46895588991041,6.48688932125579,0.997961346372279,0.997235434357325
"KIAA1598",11.5491513512848,11.3588309892538,11.6346116200717,11.4678747596227,1.01675527721215,1.01453947343723
"KIAA1602",7.84924958404527,7.80021608501219,7.81749562939038,7.77895482237179,1.00628617188276,1.00495449683134
"KIAA1609",6.57277490418954,6.55914777287533,6.59299464501535,6.57078148662469,1.00207757650629,1.00338059611872
"KIAA1614",6.5147587161055,6.55105358933759,6.5284971148183,6.54433987044887,0.994459689157304,0.997579166738863
"KIAA1618",7.26818618782985,7.28516717675788,7.24661818187873,7.31685262888824,0.997669100994387,0.990401002921364
"KIAA1632",6.69423803527254,6.70423298390162,6.70014932875059,6.71296112399344,0.998509158519241,0.998091483772034
"KIAA1641",7.47275367226489,7.62670180337534,7.48745771542363,7.6266710033097,0.979814586294391,0.981746519834714
"KIAA1644",8.86179976216011,9.18579737867497,8.91822228691131,9.10302065783327,0.964728416798411,0.979699225359557
"KIAA1648",6.46612712856304,6.45561354915322,6.46120572930772,6.45483877467379,1.00162859491662,1.00098638476594
"KIAA1660",6.51624742193847,6.49857458609746,6.51276747361904,6.53121060694041,1.00271949419167,0.997176153942766
"KIAA1666",6.81944738720913,6.70997938577738,6.79033105652111,6.71065165468806,1.01631420830648,1.01187357144032
"KIAA1671",9.60786607299607,9.55192696304415,9.57528924162266,9.49815880925503,1.00585631675874,1.0081205667242
"KIAA1683",7.56733555120823,7.24266509246416,7.33214778765239,7.21549466932288,1.04482748471718,1.01616702993704
"KIAA1704",6.83283052719363,6.80621751381772,6.84023159970278,6.84558039967985,1.00391010327276,0.999218649162704
"KIAA1712",7.94841214658937,7.92842935945448,7.9484518166528,7.92948412803332,1.00252039669258,1.00239204572621
"KIAA1715",7.63574234196983,7.65869522726939,7.60086014176388,7.64733224814811,0.997003029286525,0.993923095678825
"KIAA1731",9.40657834765956,8.95295944259016,9.21429987201502,8.95156864040526,1.05066692281789,1.02935030073096
"KIAA1737",10.2513200518124,10.2295474904105,10.33289584268,10.2597305622417,1.00212839926911,1.00713130622626
"KIAA1751",10.0585600145057,9.60337268397187,10.0531390642461,9.58266438028187,1.04739869476206,1.04909643761836
"KIAA1755",6.84748872790292,6.65063472124789,6.76523556804251,6.70385446550857,1.02959928110713,1.00915609114872
"KIAA1772",6.66923468215018,6.78595353414465,6.73799645675893,6.75944309364499,0.982799933508655,0.996827159192121
"KIAA1804",6.57243492565817,6.71258121915063,6.62057980149752,6.70566013554832,0.979121847629548,0.987312161318798
"KIAA1826",9.11848826627276,9.04804228938623,8.93976742749868,9.05137237959304,1.00778577007417,0.987669830892608
"KIAA1843",6.86751078484938,6.949436369665,6.85577234666673,6.99674891266867,0.988211190022081,0.979851132610078
"KIAA1862",7.05975320598869,7.06443642249782,7.04594061749605,7.01555813297661,0.999337071462032,1.00433072949344
"KIAA1875",7.72323547454932,7.54410952624546,7.68106305394675,7.51105134543699,1.02374381597731,1.02263487502492
"KIAA1881",8.55856510288589,7.92586542101772,8.41153135927172,7.76599121049058,1.07982720476055,1.08312398653106
"KIAA1906",6.92915411902456,6.97800553464693,6.9226313431079,7.01419319146182,0.9929992294532,0.986946203810671
"KIAA1908",7.69528664328575,7.62119849416286,7.5670658850113,7.56783869205798,1.00972132521934,0.999897882727404
"KIAA1919",6.44884423303306,6.4463363561842,6.47465153996661,6.44782852294458,1.00038903909295,1.0041600078114
"KIAA1920",6.60261437557809,6.74013364548353,6.56692607230566,6.66303833287589,0.979596952057829,0.985575310276094
"KIAA1922",6.50020346925409,6.49181115992527,6.49017077802546,6.46751418855677,1.0012927531504,1.00350313718813
"KIAA1957",6.47174420440618,6.46172184265135,6.48278757873485,6.44990703634296,1.00155103577636,1.00509783198527
"KIAA1958",8.35820436304035,7.78833760147069,8.16057966964943,7.76767976806619,1.07316924236336,1.05058137221342
"KIAA1967",7.70054505491387,7.89090638595397,7.75483393085469,7.89335694269789,0.975875859916555,0.982450684436442
"KIAA1975",6.50714173689882,6.51619042823001,6.5058789032146,6.52934670676317,0.998611352533224,0.996405796076924
"KIAA1984",6.72471832310226,6.78735800055732,6.7272293503608,6.82797001966109,0.990771125163884,0.985245882889027
"KIAA2010",6.76486699568299,6.80034182957012,6.84240505047155,6.83709042720585,0.994783374898469,1.0007773223599
"KIAA2013",8.29436904087725,8.25636871301753,8.20279579200853,8.27301835114122,1.00460254734019,0.991511857444024
"KIAA2022",7.13506884646743,7.40920660599163,7.16770269728709,7.41240366576695,0.963000389366587,0.966987635925715
"KIAA2026",7.83164564838046,7.69655962660177,7.86828821527764,7.78517599452213,1.01755148122439,1.01067570223383
"KIDINS220",9.87671336224851,10.1567211079949,10.0981576929157,10.2772946891741,0.97243128537555,0.982569635134904
"KIF11",6.63682694785352,6.75528350334923,6.68799318545567,6.75222324721668,0.982464606343022,0.990487568403861
"KIF12",6.52989350712176,6.56344452849224,6.55894601003638,6.58982642717996,0.994888199142259,0.995313925566201
"KIF13B",8.52281997012032,8.10273511310942,8.57221715771102,8.19134878952219,1.05184482167401,1.04649641688754
"KIF14",6.76855334395194,6.69465652510194,6.71376162450438,6.65331824249777,1.01103817926624,1.00908469725986
"KIF15",7.02335358777477,6.81942916066428,6.8631087168103,6.83612838627756,1.02990344533334,1.00394672671551
"KIF16B",7.10117145006807,7.11073279220487,7.18215309033957,7.16786969749342,0.998655364725942,1.0019926970563
"KIF17",6.86276738181914,7.135360446946,6.88523688247862,7.13763389785157,0.961796875272989,0.964638559642443
"KIF18A",6.49022934245158,6.46652962053199,6.50693249025482,6.49523652471359,1.00366498312238,1.00180069894248
"KIF18B",6.45123326840226,6.43863424733058,6.44972477303692,6.44375587883,1.00195678471361,1.00092630669429
"KIF19",6.90073980689101,6.79347153771635,6.87693077724693,6.69775804528853,1.01578990484896,1.02675115027251
"KIF1A",13.3966567064364,13.4728384159165,13.4036619193094,13.4388630179417,0.994345533797085,0.997380649048561
"KIF1B",11.2848243700137,11.2012752045805,11.3012867818296,11.2256269156128,1.00745889766185,1.00673992346134
"KIF1C",8.0004927188589,7.36576030129449,7.97029080894913,7.41639222684701,1.08617337404434,1.07468571849491
"KIF20B",7.06241641857569,7.03910507053578,7.02315155294864,7.08981590184023,1.00331169201288,0.990597167851103
"KIF21A",10.084552094823,10.3820758093753,10.1936818150317,10.4339664365485,0.971342560002919,0.976970922517528
"KIF22",8.36390435663683,8.32880327979262,8.38030229043581,8.31866750691781,1.00421442020721,1.00740921349083
"KIF23",6.4890448812094,6.49881336976234,6.50094567762502,6.49146463164315,0.998496881200129,1.00146054034334
"KIF24",6.59218412106812,6.59743368460092,6.60266522940509,6.60717507205396,0.999204302190251,0.999317432548754
"KIF25",6.80456455183956,6.73354434174981,6.69861147987379,6.75542875596569,1.0105472254262,0.991589390082499
"KIF26A",6.68313480820953,6.64859610225008,6.67155484858983,6.61979563610192,1.00519488707515,1.00781885353161
"KIF26B",6.74013823505251,6.68225388659049,6.7349630962704,6.69813200367225,1.00866239886188,1.00549871107018
"KIF27",7.10200858304932,6.94559543132629,7.09669642237283,6.98863801797598,1.02251976137533,1.01546201192835
"KIF2A",8.15552066407148,8.31217058339928,8.33937758888855,8.35143463663144,0.981154150079564,0.998556290234254
"KIF2B",6.46936582243771,6.45535196893226,6.44709771778942,6.45641491682903,1.00217088914329,0.998556908259517
"KIF2C",6.66171766080012,6.61121489905882,6.61777157121325,6.61373668509222,1.00763895328051,1.00061007661979
"KIF3A",6.94737224090361,7.19918019226771,7.04131169188956,7.18849790997891,0.965022690828803,0.979524760258324
"KIF3B",8.59241282963289,8.67806910234739,8.6269412749644,8.67151332343203,0.990129570103178,0.994859945801249
"KIF3C",8.94931738809297,9.22459294025923,9.05426682052512,9.20328779682938,0.970158514966567,0.98380785436748
"KIF4B",6.57207485298748,6.56987993349271,6.56597686102115,6.54683228144088,1.00033408822033,1.00292425080669
"KIF5A",8.93605592113349,8.47859661382226,8.74695434077034,8.40360108711389,1.0539546021762,1.04085787153592
"KIF5B",9.33585627618536,8.86676585512179,9.37512561802453,8.8294024774482,1.05290434288311,1.06180748266604
"KIF5C",11.8215384428672,11.7029753394433,11.7717979100627,11.6291176935052,1.01013102223879,1.0122692211325
"KIF6",6.86681540613109,6.74070834521588,6.81283604452321,6.79214075440349,1.01870828026623,1.00304694659137
"KIF7",7.11878057574737,6.96154232153894,7.11492118020253,6.99499821619229,1.02258669802551,1.01714410215754
"KIF9",6.47523762452811,6.51865883543345,6.48884226026098,6.5144475423166,0.993338934894197,0.996069462239232
"KIFAP3",10.0963204045845,10.8253650318483,10.30185163582,10.8820067002358,0.932654037520307,0.946686757286845
"KIFC3",6.68742789431794,6.63844803816797,6.65741735625031,6.64218898497304,1.00737820886273,1.00229267359175
"KIN",6.60987047538924,6.65803499269019,6.57941140869047,6.63083662286815,0.992765956118611,0.992244536081568
"KIR2DL1",6.52640875049007,6.50846171614228,6.53157595407919,6.53669760924471,1.00275749249677,0.999216476656611
"KIR2DL2",6.54565070887365,6.49582591925613,6.50571225789305,6.50504171556784,1.00767027784255,1.00010308040356
"KIR2DL3",6.50962037545145,6.51740658723233,6.52322942328781,6.51841862062081,0.998805320540209,1.00073803217421
"KIR2DL4",6.47046116611777,6.49547822047286,6.46272054093383,6.46539988584159,0.996148543108614,0.999585587132262
"KIR2DL5A",6.48871709532311,6.50165708397314,6.48426077776316,6.50200276395123,0.998009739904319,0.997271304422318
"KIR2DL5B",6.54546130996498,6.52852537335131,6.52381681001155,6.52417978464042,1.00259414425849,0.999944364710837
"KIR2DS1",6.61147007078494,6.56103373176827,6.58527149651261,6.56519959745426,1.00768725494772,1.00305731741441
"KIR2DS3",6.54167630180529,6.53756500300151,6.55285743810664,6.52515749226827,1.00062887310518,1.00424509996444
"KIR2DS4",6.54376059020211,6.50567467353581,6.52756693759822,6.45635707640049,1.00585426086878,1.01102941803792
"KIR2DS5",6.57041205967814,6.57733667479961,6.57130827226496,6.6061252438719,0.998947200749508,0.99472959256423
"KIR3DL1",6.51871581105769,6.55567403201569,6.51732247423438,6.54835956448501,0.994362407164006,0.995260325896128
"KIR3DL2",6.53363843432879,6.53467803444202,6.5210523286329,6.54471622317522,0.999840910277791,0.996384274927228
"KIR3DL3",6.47425577466836,6.4602910145932,6.46494466890977,6.45806279178232,1.00216163018719,1.00106562561395
"KIR3DS1",6.4297351481275,6.44181834504585,6.42850140250848,6.42521036620942,0.998124256805899,1.00051220677791
"KIRREL2",6.47744942863112,6.5214394748111,6.49009267626331,6.49057517799422,0.993254549651209,0.999925661175215
"KIRREL3",6.51640011160834,6.66259831137933,6.5437894695259,6.5944901455035,0.978056879172605,0.99231166096864
"KISS1",6.50105416812457,6.4944682568211,6.48697326091494,6.52123374897431,1.00101408014375,0.994746318046833
"KISS1R",6.81819150815226,7.0521286308424,6.84026192976339,6.93384177225781,0.96682744530963,0.986503897036007
"KIT",7.87078962546798,8.33665346270955,8.03341310560593,8.41408001729894,0.944118603546925,0.954758344238423
"KITLG",6.97867588526475,7.30884197949522,7.07658927781441,7.27833944167664,0.954826483435168,0.97228074267779
"KL",6.99136629900725,7.10107940909165,7.18955541885691,7.1424278416574,0.984549798169567,1.00659825737751
"KLB",6.75606687213487,6.73530738002798,6.70183074847079,6.74935087461427,1.00308218926555,0.992959304231431
"KLC1",10.8349954704108,11.4493370467501,10.9673990390249,11.486301198485,0.946342607101982,0.954824259742677
"KLC2",6.62228718268021,6.78431551329616,6.61694844462168,6.73631354005996,0.976117217676802,0.982280353381945
"KLC3",6.50845403977062,6.51733741100554,6.50645439421319,6.5061222594161,0.998636963122407,1.0000510495782
"KLC4",6.56984867698853,6.60315323415977,6.59468451865394,6.59644458294762,0.994956264682918,0.999733179855975
"KLF10",6.54049558349974,6.57888525136784,6.54092102647757,6.56409090743992,0.994164715388504,0.996470207178866
"KLF11",7.62489671798309,7.35806079225597,7.47840420860398,7.30045223779966,1.03626443614165,1.02437547223211
"KLF12",7.27243116274437,7.29337785097874,7.20787995874704,7.30018960511534,0.9971279853228,0.987355171391217
"KLF14",6.48000362456957,6.485608689342,6.46445983418157,6.45937901886827,0.999135768893729,1.00078657953008
"KLF15",8.54457450848376,8.00256556077859,8.3815396558549,7.91533238183431,1.06772939797727,1.05889926683187
"KLF16",6.57329533816606,6.62949412625481,6.58562767031077,6.59482821432022,0.991522914566561,0.998604884962816
"KLF17",6.47510091501905,6.45385861991595,6.48254033822193,6.46677024523872,1.00329141004694,1.0024386351123
"KLF2",11.1288401520978,10.3535039352203,10.8098443782384,10.4117060084325,1.07488635941306,1.03823949403521
"KLF3",6.66386594087056,6.68580644867183,6.67521871376373,6.65620594988951,0.996718345352992,1.00285639657447
"KLF4",7.7516707579668,7.47694624925189,7.70485926598239,7.4319433698482,1.03674287597592,1.03672200964844
"KLF5",6.59849238023753,6.63158454527229,6.64554550092497,6.60228288069318,0.995009915834014,1.00655267594763
"KLF6",8.73753266696141,8.31181013546053,8.65837158995015,8.28946711026025,1.05121899135841,1.04450279792211
"KLF7",6.7290354932695,6.62234605628764,6.66490363216168,6.61703778317541,1.01611051975766,1.00723372762174
"KLF8",6.48956736250369,6.49488396169895,6.49497268145855,6.49115723737348,0.999181417369946,1.00058779104334
"KLF9",10.3510566954819,10.7043468628095,10.4142602911046,10.5551527336794,0.966995635338099,0.98665178551844
"KLHDC1",6.65938183429769,6.69633511695505,6.70880505992012,6.69075818140061,0.994481566108633,1.00269728452744
"KLHDC10",6.85167535121965,6.98905450678393,6.89636367130017,7.01959695545186,0.980343670888397,0.982444393184714
"KLHDC2",10.0426134735887,10.3673622507058,10.1950067487966,10.366323207726,0.968675853195452,0.983473749033631
"KLHDC4",8.18615422104336,8.21429501119172,8.159361583629,8.22615196225099,0.996574168554938,0.991880726379906
"KLHDC5",10.0948273997738,10.555312099334,10.1309795924076,10.4951476409583,0.956374127526815,0.96530129341587
"KLHDC7A",6.51454679121286,6.48222802725362,6.49906112801263,6.48674138508651,1.00498574931696,1.00189921906775
"KLHDC7B",6.47950717656327,6.45610384760661,6.47420477017862,6.45802446829095,1.00362499264403,1.00250545688811
"KLHDC8A",6.70489070726524,6.68488849443736,6.69401527232009,6.67701532795071,1.00299215354819,1.00254603944044
"KLHDC8B",8.49712069838529,8.26117425121162,8.40806396547689,8.22847716910346,1.02856088492977,1.0218250342904
"KLHDC9",8.2512367301446,8.58542622969698,8.24172871185753,8.55121904602369,0.96107479225709,0.963807460374895
"KLHL1",6.57962930924356,6.58310196566669,6.65523615999226,6.61681373776574,0.999472489346019,1.00580678612838
"KLHL10",6.48961792607951,6.51248935929054,6.51438718190177,6.53321866568151,0.996488065937735,0.997117579443857
"KLHL11",6.55899203344769,6.59585223716839,6.57563664250848,6.597371293182,0.994411608629892,0.996705558970741
"KLHL12",9.32082561302484,9.60720135417129,9.40574115302507,9.62037191000205,0.970191554169715,0.977689973008857
"KLHL13",6.78401778450833,6.77000765808934,6.80974814198141,6.80297034213977,1.0020694402616,1.00099630007199
"KLHL14",6.48403219781447,6.50664817234485,6.47794013061024,6.51333415801216,0.996524174362692,0.994565912550583
"KLHL15",6.54972896975458,6.58283605366059,6.60897735314619,6.57815207197234,0.994970695968101,1.00468600920693
"KLHL17",6.67376894462903,6.65578077141356,6.67271279601348,6.65592120329725,1.00270263907921,1.00252280521409
"KLHL2",9.45383489391407,9.5013190956684,9.55350919153107,9.49453985686454,0.995002356906844,1.00621086809424
"KLHL20",7.47596702854453,7.43875719781737,7.49814466189334,7.46508577459533,1.00500215691111,1.00442846717321
"KLHL21",7.81564204552132,7.76465945827039,7.83332440825878,7.62785585005694,1.00656597852423,1.02693660738231
"KLHL22",9.88735074875079,9.80243143681357,9.78148639974095,9.81311572692751,1.00866308654997,0.996776831327917
"KLHL23",6.74988764151308,6.77881800944014,6.78528810869304,6.806229834323,0.995732240062092,0.996923153325743
"KLHL24",9.83972612959093,9.65573941016329,9.91089282028361,9.62237953736246,1.01905464839223,1.02998356922016
"KLHL25",6.6705994398265,6.63656359012549,6.65491270717127,6.60351846751463,1.00512853515811,1.00778285695868
"KLHL26",7.39659092885561,7.65314730701435,7.45523187811688,7.57495848682636,0.966477010324419,0.984194420481948
"KLHL28",7.78093319169389,8.02252874085229,7.86100711615926,8.19561508973768,0.969885361964719,0.959172317158062
"KLHL29",8.1457372915106,8.36980467213601,8.22651304327719,8.37988946511921,0.973229078885036,0.981697082941197
