"","Females_AD1_Mean","Females_control1_Mean","males_AD1_Mean","males_control1_Mean","FC_fem_ctrl_AD","FC_male_ctrl_AD"
"GNG13",6.61020771617109,6.77652873606031,6.63449913462104,6.74326708998078,0.975456310101045,0.983870139813778
"GNG2",7.72636352599866,8.89164575931873,8.24083143865274,8.74326161023546,0.868946394755007,0.942535155188021
"GNG3",10.3922818385597,10.8477376759883,10.415169777548,10.8453511096862,0.958013748946306,0.960334955707062
"GNG4",7.06934887127231,7.12983505232604,7.08327128526746,7.11583365324661,0.991516468388143,0.995423955988026
"GNG5",7.81624688200049,7.74669649601815,7.79094797448855,7.7396144080707,1.00897807033206,1.00663257414534
"GNG7",11.3469199462167,11.0684968066712,11.2150944379749,10.9716729177233,1.02515455751658,1.02218636319885
"GNG8",6.79438414301434,6.75833935576201,6.85766550001178,6.7529948920142,1.00533337930443,1.01549987963435
"GNGT1",6.47737290506035,6.46030155950121,6.46552821700076,6.46832411300035,1.00264249979694,0.999567755735373
"GNGT2",6.68978218341542,6.70709479110608,6.6821123668974,6.68004545739738,0.997418762037832,1.00030941548425
"GNL1",8.24709404594585,7.94817303067241,8.12801183840828,7.95123132667036,1.03760877048347,1.02223309880886
"GNL2",9.0714370554626,8.98872578840031,9.13743006369627,9.08329137975024,1.00920166762335,1.00596024961466
"GNL3",7.73282870916557,7.95299803197267,7.84322531635791,7.96696754529783,0.97231618542819,0.984468089240184
"GNL3L",8.52310560985779,7.99776491854556,8.24501122593098,8.06128152022871,1.06568593809178,1.02279162503396
"GNLY",6.607336920279,6.56052337345219,6.59611362938175,6.57597344014444,1.00713564210689,1.00306269321502
"GNMT",6.52311595511137,6.57752974911381,6.52570695310197,6.55764448206318,0.991727320730131,0.995129725460328
"GNPAT",8.73713978314293,8.73950588591895,8.80688079150014,8.80943576300598,0.999729263552551,0.999709973308782
"GNPDA1",9.56146398561678,9.67420635642115,9.5727674997259,9.71598286951711,0.988346085802735,0.985259816560552
"GNPDA2",7.81127924683775,8.05093931213271,7.88209714795281,8.0741518299653,0.970232036784355,0.97621364001359
"GNPNAT1",8.15382828921778,7.96459673010676,8.01392329106483,7.94004103403166,1.023759088567,1.00930502206683
"GNPTAB",7.52925180964531,7.60861561180637,7.51399759785551,7.58446408711098,0.989569219131281,0.990709101072122
"GNPTG",9.59986492535716,9.49928046723993,9.56054225310022,9.46632514222529,1.0105886396832,1.00995287077714
"GNRH2",6.45429495487162,6.46093903861011,6.44991353101399,6.44422315409085,0.99897165354776,1.00088301984383
"GNRHR",6.40629407849424,6.41098803501408,6.41773339380097,6.40955870745224,0.99926782634842,1.00127538988592
"GNRHR2",6.55390375261413,6.51698271714561,6.58853933203283,6.50198936336247,1.00566535727821,1.01331130579174
"GNS",10.8862478214486,10.7338686151715,10.8882388063495,10.7450933855005,1.01419611248657,1.01332193362248
"GOLGA2",7.81835980633112,7.67355601734692,7.76418212412584,7.69760558183683,1.01887049350482,1.00864899371385
"GOLGA2LY1",6.491944776593,6.47820484045587,6.48465981914391,6.45631286401404,1.00212094808292,1.00439057953462
"GOLGA2LY2",6.54480107578492,6.51243607823638,6.54110386016496,6.55384053051554,1.00496972210702,0.998056609664017
"GOLGA3",10.4805742750327,10.384159548711,10.4903277681896,10.4275574985585,1.00928478861186,1.00601965221864
"GOLGA4",7.85680580017651,7.73096369459356,7.95448093873715,7.76788573378661,1.01627767385209,1.02402136325705
"GOLGA5",8.48155558698867,8.48769410282303,8.48301333956327,8.477229259247,0.999276774615107,1.00068230787907
"GOLGA6",6.54916911402458,6.55123880053766,6.54151211289965,6.5338358066654,0.999684077076703,1.00117485447467
"GOLGA6A",6.4840669871637,6.46500228206329,6.46002214176366,6.45045984822388,1.00294890926076,1.00148242044207
"GOLGA6B",6.64988513216559,6.69918874458409,6.6932933894883,6.67439040705633,0.992640360751388,1.00283216612741
"GOLGA7",6.52360716556991,6.54011631964192,6.54210112340583,6.56484800550114,0.997475709411708,0.996535048172289
"GOLGA7B",7.96753342699517,7.85160446216005,7.95237178843569,7.91691439495151,1.01476500317786,1.00447868850354
"GOLGA8A",8.7040434498212,8.62916023941614,8.84380519680505,8.82339815186537,1.00867792558342,1.00231283283248
"GOLGA8B",9.65767592587735,10.1689330012235,9.77009786309875,10.1478643250375,0.949723626334775,0.962773796550798
"GOLGA8E",6.48645458337382,6.50001040684212,6.49568086210139,6.49858161018144,0.997914492036193,0.999553633661304
"GOLGA8F",6.55204039589155,6.55482294987762,6.59064801636652,6.54704675121073,0.999575495172433,1.00665968440621
"GOLGA8G",6.4707191926701,6.48098146422701,6.46701001522851,6.4645353407957,0.998416555947034,1.00038280778159
"GOLGA9P",7.29465974740352,7.16369134243422,7.36223965262291,7.14676567570204,1.01828225124574,1.03014985892898
"GOLGB1",8.34272716822148,8.21495538386803,8.27160012773263,8.29110427800993,1.0155535579176,0.997647581115458
"GOLIM4",8.54537683800093,7.91902578775927,8.41219003575225,8.13057527651997,1.07909445770588,1.03463651090539
"GOLM1",7.93153434920738,7.69155222186413,7.88011334650029,7.67186105821966,1.0312007408155,1.02714495044948
"GOLPH3",9.03208107215071,9.04171637781115,9.09120333761898,9.0692659715936,0.998934349933372,1.00241886896846
"GOLPH3L",7.60335608000224,7.74576133230716,7.65444391559049,7.77961793266354,0.981615073561464,0.983910004558515
"GOLPH4",8.7018812948795,8.20010085441757,8.69960213804543,8.49867720756558,1.06119198402195,1.02364190633114
"GOLSYN",10.1380009483157,10.9075163134074,10.481833466466,10.9713023187952,0.92945090862291,0.955386440177601
"GOLT1A",6.60735734709353,6.82175666931272,6.64217385080485,6.81722351348651,0.968571244532415,0.974322440457562
"GOLT1B",7.97865745904225,8.54660413159872,8.20462382317869,8.43516681718378,0.933547094985172,0.972668828133258
"GON4L",7.85908748410011,7.88780497230951,7.81367890427693,7.92744110438443,0.996359254785049,0.9856495685544
"GOPC",8.10692317100706,8.47687955627106,8.27437967641864,8.45781904179532,0.956357008164601,0.978311268605986
"GORASP1",8.97869755266264,8.90029973714366,8.87415668189199,8.91776019194924,1.00880844666296,0.995110486364433
"GORASP2",8.899762503255,8.82842136833804,8.88621137914192,8.82993658329764,1.00808084842584,1.00637318233414
"GOSR1",7.19540155593732,7.21918567981893,7.22033078249409,7.15077002857961,0.996705428432448,1.00972772913077
"GOSR2",6.80799965902451,6.85680017963111,6.85163139133312,6.90381604963388,0.992882901743066,0.992441186450279
"GOT1",10.5835506281139,11.5641524154237,10.9108313785597,11.6445275740485,0.915203315203458,0.936992188749337
"GOT1L1",6.5838752068393,6.59423761605523,6.5675056979129,6.58124101641605,0.998428565996667,0.997912959201936
"GOT2",10.0007191277034,10.4595274145924,10.1227761799456,10.4849009294434,0.956134893221949,0.965462263121549
"GP1BA",7.09978026477584,6.988273789446,7.07371388787192,7.02817620223018,1.01595622591351,1.0064793033543
"GP2",6.52711686237548,6.51217341462423,6.53893574835051,6.50653805150565,1.00229469438232,1.00497925265147
"GP5",6.54175136978021,6.53171446882835,6.53605689808078,6.50807273481075,1.00153664110698,1.00429991556799
"GP6",6.76024339033306,6.83977135281128,6.70689741283794,6.78235792546192,0.988372716224566,0.988874000243973
"GP9",6.53037279061617,6.52844085986289,6.54528815356825,6.51307575706411,1.00029592528978,1.0049458040572
"GPA33",6.79783518237981,6.84236388645442,6.73386583525552,6.8074560960161,0.993492204622036,0.989189756096458
"GPAA1",6.88177807262058,7.22976285620169,6.95099239855446,7.18616310250522,0.95186774580267,0.967274510667762
"GPAM",9.31425306402804,8.94441003933774,9.1486394719055,8.93918138582604,1.04134906864329,1.02343146167854
"GPAT2",6.56331934430802,6.57245927682737,6.5662207726215,6.57282389671777,0.998609358820742,0.998995390078902
"GPATC4",6.46757697639473,6.45688828866019,6.47101923854046,6.45174122515025,1.00165539300925,1.00298803264382
"GPATCH1",6.6357154908627,6.6462302373802,6.66808370401898,6.68306339706037,0.99841793826847,0.997758558889629
"GPATCH2",6.63578049112223,6.74748672296893,6.72248223910919,6.78138020008432,0.983444764482983,0.991314753156828
"GPATCH3",7.21336437361745,7.2084240898816,7.16564257441069,7.2679881451546,1.00068534865239,0.985918307969153
"GPATCH4",7.07941157602496,7.09660521456367,7.10427194952267,7.13085282832561,0.997577202335643,0.996272412368777
"GPATCH8",6.87827477589587,6.95036191199012,6.94463557390164,6.95320820505784,0.98962829029523,0.998767097014301
"GPBAR1",6.58665009377129,6.58635967347449,6.56759358909122,6.574780876687,1.00004409420548,0.99890683997983
"GPBP1",9.02819623317089,9.15542590518372,9.1847974221333,9.19392854375735,0.986103358453177,0.999006831347384
"GPBP1L1",8.29901202932467,8.13956521465383,8.32174729645916,8.1579479490246,1.01958910709184,1.02007849871782
"GPC1",7.32562989284157,7.48442548530794,7.37930596826037,7.43208702778055,0.978783195479988,0.992898218317024
"GPC2",7.34412546260739,7.05916278241938,7.15313557904104,7.09216974037868,1.04036777291745,1.00859621820883
"GPC3",6.49231560248281,6.50080408497524,6.5149362457008,6.48199043140383,0.998694241145946,1.00508266938151
"GPC4",7.94601885562236,7.79005137596862,8.04747675024673,7.83828328907453,1.02002136727042,1.026688683409
"GPC5",9.12668489572663,9.38615993999587,8.97193660479081,9.3100637085942,0.972355569697511,0.963681547797437
"GPC6",7.75723203815162,7.68282358643808,7.65388168110075,7.58731518870015,1.00968503973525,1.00877339226657
"GPD1L",10.4094031542113,10.5682893008256,10.4448118142845,10.6584800640864,0.984965764837466,0.979953215794646
"GPD2",6.55807318796216,6.584609670974,6.57119706591885,6.58422306580927,0.995969923148396,0.998021634479843
"GPER",9.66343130359841,8.65667956943547,9.28186668656294,8.67538217468174,1.11629767812101,1.06990867948748
"GPHA2",6.56734070733925,6.57807050265649,6.60652336574709,6.56199975687056,0.998368853706736,1.00678506713291
"GPHB5",6.62320083785651,6.60891962571156,6.6190719005257,6.59363607196607,1.00216089965588,1.00385763306952
"GPHN",6.59396825351857,6.58290720021805,6.60324277328674,6.59286254848872,1.00168026875727,1.00157446400887
"GPI",8.61760620266675,9.33623732582445,8.85580506179746,9.2643106768016,0.92302775753462,0.955905449498034
"GPIHBP1",7.58591537817127,7.32488985882008,7.44774135806997,7.33457667213427,1.0356354190141,1.01542893216532
"GPKOW",8.33036461281327,8.2556291571181,8.3637651890789,8.2068836181886,1.00905266628053,1.01911585178844
"GPLD1",6.64569277567677,6.74032572518426,6.67724703748247,6.7909273560849,0.985960181545246,0.983259971335053
"GPM6A",9.98125176367684,10.5893035353631,10.1948687341604,10.515274653309,0.942578681434937,0.969529476907411
"GPM6B",11.9096706831081,12.0178230574373,11.9442958818037,11.9352724459062,0.991000668439509,1.00075603099455
"GPN1",8.42135718210652,8.73120289255101,8.45398166423097,8.72413571120599,0.964512826668037,0.969033717961538
"GPN2",8.33860087626179,8.38380653016433,8.29386619014046,8.40809610538511,0.994607979831132,0.986414294768647
"GPN3",6.52766492526456,6.54984987250039,6.53907097959537,6.5429972327935,0.996612907521901,0.999399930481638
"GPNMB",8.4370483718935,8.15755650725489,8.39312503350601,8.05587063616472,1.03426171358912,1.0418644256559
"GPR1",9.32555542713396,8.88389992603453,9.26310736287995,8.85295168738641,1.049714146352,1.0463298219596
"GPR101",6.60187963791907,6.63036113240806,6.58659171965049,6.58862557463009,0.995704382624081,0.999691308155765
"GPR103",6.51640151836565,6.46990042555736,6.51761619194925,6.50164988568603,1.00718729651922,1.00245573147493
"GPR107",6.55193474644016,6.58955527657189,6.57814473015093,6.58669885801822,0.994290884808952,0.998701302723614
"GPR108",7.0082348026848,6.98790701307866,7.03092420968503,6.99707985280085,1.0029089954357,1.00483692591712
"GPR109A",6.4397889406256,6.42518308596028,6.44753880359711,6.42897476086389,1.00227321999543,1.00288755881361
"GPR109B",6.54694941314175,6.55666665642498,6.55948258139019,6.53617132039958,0.998517959842642,1.00356650091436
"GPR110",6.48854902612023,6.49297585949319,6.4844480330905,6.4936616500541,0.999318211946455,0.998581136890074
"GPR111",6.43576494426188,6.43515766898164,6.43504980115323,6.4427329454537,1.00009436836073,0.998807471244654
"GPR112",6.58711833347841,6.56749915053139,6.59987047653909,6.60373447298351,1.00298731412024,0.99941487707293
"GPR113",6.59142952835631,6.57411831466569,6.60587697817494,6.54563208915379,1.00263323731975,1.00920383061568
"GPR114",6.5584883282976,6.56185111732062,6.57415125166936,6.5707809230003,0.999487524333775,1.0005129266534
"GPR115",6.42287119213512,6.41669498410495,6.41187117243689,6.43905283401668,1.00096252167907,0.99577862423551
"GPR116",9.91915605072045,9.77571886117796,9.6868349519949,9.77421142637662,1.01467280223372,0.991060509071256
"GPR119",6.48210906472301,6.48779885683334,6.48097857288125,6.46645661833416,0.999123001154029,1.00224573601962
"GPR12",6.68774812138247,6.87209713551596,6.69970882567922,6.82300418656962,0.973174271187065,0.981929461345913
"GPR120",6.502235716684,6.56489037545056,6.51414135762278,6.53094952815715,0.990456099769639,0.997426381805294
"GPR123",6.47299915186276,6.45404455438133,6.47308689404755,6.4701717436264,1.0029368556913,1.00045055224756
"GPR124",7.54827562637348,7.25682715388714,7.36090060253559,7.22179514798326,1.04016196972946,1.01926189426616
"GPR125",6.7999519644278,6.72731977783653,6.78125574666835,6.72888680426379,1.01079660087373,1.00778270521231
"GPR126",6.80140152978085,6.74482304865869,6.83913474645122,6.72506934222378,1.00838843075852,1.01696122350907
"GPR128",6.54147811141385,6.54256636398678,6.63081612243974,6.72762104389698,0.999833665795288,0.985610824268253
"GPR132",6.54121420130193,6.55661553268229,6.55637430236323,6.52272510576704,0.997651024174959,1.00515876356133
"GPR133",6.55081182280748,6.56658992259987,6.53963044609649,6.56550634628045,0.997597215605304,0.996058811183905
"GPR135",6.61580130320116,6.61175506476196,6.63311921820962,6.61181365487325,1.00061197645702,1.00322234782293
"GPR137",11.1407154807414,10.8378166024722,10.928438390455,10.7820848259215,1.02794833031222,1.01357377231736
"GPR137B",8.92794682221014,8.88696483763028,8.79826945313742,8.8390680819154,1.00461147144482,0.995384283908679
"GPR137C",8.32958362362435,8.94945848821859,8.51347819431651,8.91478214361582,0.930736047839066,0.954984435644712
"GPR139",6.50909389741575,6.51860817347867,6.5186088673129,6.51872581463015,0.998540443633101,0.999982059788895
"GPR141",6.4937878929728,6.5637508314006,6.48933693509205,6.53464995887569,0.989341012444729,0.993065730518268
"GPR142",6.52050177613827,6.55676126188676,6.50300504086878,6.51787924834669,0.994469909106001,0.997717937551284
"GPR143",6.83226760285338,6.92333178783304,6.81290371790841,6.83636254405076,0.986846768612232,0.996568522223449
"GPR148",6.49213978117905,6.50490563376145,6.50105016598616,6.49980961512036,0.998037503800802,1.00019085956963
"GPR149",6.55015385805963,6.51186146328607,6.53242872452747,6.51700106527843,1.00588040685286,1.00236729426534
"GPR15",6.50375968192967,6.49790627210348,6.50443233459043,6.50468640010134,1.00090081475187,0.999960941159145
"GPR150",6.55248136610704,6.58712987273389,6.57380024202287,6.6010711336456,0.99473996910699,0.995868717202011
"GPR151",6.51269965118012,6.59691438649697,6.49650166280845,6.54669156654383,0.98723422339856,0.992333546918283
"GPR153",6.80664190575729,6.87942084804808,6.77303157335761,6.83104981631575,0.98942077481545,0.99150668718305
"GPR155",6.55607973144551,6.57357551793337,6.58298139412579,6.55409712693017,0.997338467255739,1.00440705510404
"GPR156",6.79920302178639,6.69654388196888,6.71058814814199,6.69792942366748,1.01533016756508,1.00188994593311
"GPR157",6.47600349381957,6.46610686293717,6.46726858116726,6.44356034808694,1.00153053933258,1.00367936851672
"GPR158",6.70422368002886,6.72185967409933,6.70002388201249,6.74753244586699,0.997376322189761,0.992959120354641
"GPR158L1",6.52709814771834,6.52905087423876,6.51995548229227,6.50828630527777,0.999700917245396,1.00179297229211
"GPR160",6.56058107190613,6.56312298566052,6.59418713249626,6.56106741195881,0.999612697528304,1.00504791651387
"GPR161",6.57985170414295,6.59587924144754,6.58640934705186,6.5851973067585,0.997570068111031,1.0001840552738
"GPR162",10.7280346354358,10.748575803661,10.6510444483894,10.6860703756514,0.998088940469847,0.996722281808873
"GPR17",6.84861080011562,6.7875057830437,6.78620805854862,6.87749010885249,1.00900257311376,0.986727418162859
"GPR172A",7.98167033073521,7.78948867620629,7.92602345060911,7.80617202591942,1.02467192167773,1.01535341833254
"GPR172B",6.4757591716061,6.49370610234636,6.48519792678776,6.477657811345,0.997236257622781,1.00116401879543
"GPR173",6.55065191255156,6.58185180304564,6.54532327366407,6.55853840711945,0.995259709360268,0.997985049010152
"GPR174",6.4645611885484,6.47339718800337,6.46255777437832,6.47712412883998,0.998635028996622,0.997751107718191
"GPR175",7.72274713345947,8.10751684698336,7.68236204459028,7.90207306110441,0.952541607894771,0.972195775106714
"GPR176",6.60595388439923,6.65863906596389,6.60557262079765,6.65076141230486,0.992087695241816,0.993205470967038
"GPR177",8.74797389948064,8.59042682883604,8.76498138060706,8.67431020976608,1.01833984198733,1.01045283932074
"GPR179",6.56621277710361,6.56016635552517,6.56546508319315,6.55432410732546,1.00092168723333,1.00169979019732
"GPR18",6.45743702835347,6.45418714503915,6.4755042883238,6.477456634277,1.00050353100108,0.999698593743899
"GPR180",8.54150899614179,8.38246898730726,8.41318750746299,8.37711168722605,1.01897293137325,1.00430647478318
"GPR182",6.72502175141599,6.68667371271977,6.68037186363899,6.69611185893331,1.00573499475879,0.997649382861889
"GPR183",6.69443585426145,6.66784859308272,6.66963022885259,6.63906765234429,1.00398738225795,1.004603444054
"GPR19",7.31346700316858,7.54771494536196,7.38507232919519,7.61789798657916,0.968964389369616,0.969437020843
"GPR20",6.54739747097008,6.56534573707477,6.57301401314872,6.57105021430789,0.997266211586797,1.00029885616101
"GPR21",6.63221589539591,6.69128899449093,6.68495405103018,6.72152865882902,0.991171641346883,0.99455858783689
"GPR22",7.08229087386601,7.6334525257038,7.20788480603943,7.61366082368274,0.927796544226629,0.946704216665244
"GPR25",6.45194403592572,6.43022632570118,6.45083521546987,6.44623159696068,1.00337744102999,1.00071415654867
"GPR26",6.70143011509751,6.75161176142393,6.68912916438075,6.80575938055588,0.992567456764452,0.982863012097028
"GPR27",6.60974980579596,6.66057122683422,6.60005540626618,6.6274469257773,0.992369810440056,0.995866957545208
"GPR3",6.78257885182619,6.82245453445442,6.75474434655067,6.81485424092931,0.994155229261426,0.991179577397618
"GPR32",6.4942711156363,6.48802317649304,6.47755176664815,6.47564666998102,1.0009629958114,1.0002941940418
"GPR34",6.97024633806103,6.96324524086952,7.00324479787961,6.92300148988098,1.00100543596403,1.0115908263368
"GPR35",6.61326394145409,6.54850110031586,6.57380145745563,6.56124591884247,1.00988971982231,1.00191359061503
"GPR37",9.17586930488362,9.13507424581245,9.431403991443,9.44938925519721,1.00446576108452,0.99809667447615
"GPR37L1",10.7995143814997,10.2192407523294,10.5455767278817,10.2311588735002,1.05678245999225,1.03073140181566
"GPR39",6.475931790158,6.46105132674879,6.47740906343874,6.4717224675811,1.00230310249163,1.00087868351681
"GPR4",8.03735005675765,7.45729114511849,7.87943698308937,7.26407095470561,1.07778413104051,1.08471365880383
"GPR42",6.48862145078286,6.47537076317291,6.47406483611649,6.45191451784043,1.0020463210671,1.00343313883264
"GPR44",6.8831736784467,6.76754764137213,6.73359067503035,6.80984863807006,1.01708536728544,0.98880181233201
"GPR45",6.46028462445507,6.47910630157806,6.4398142701868,6.45106474185704,0.997095019552557,0.998256028714571
"GPR50",6.52523167623381,6.58750723106152,6.51909656296746,6.52608876641938,0.990546415716394,0.998928576716899
"GPR52",6.497845131744,6.52324602567044,6.49025333216119,6.52878245302028,0.996106095979443,0.994098574866549
"GPR55",6.56650948346064,6.55576474356544,6.55162965905664,6.55476697625402,1.00163897581983,0.999521368614818
"GPR56",10.9002043161015,10.5025127048409,10.7818127742474,10.3646395916881,1.0378663299381,1.04024965642741
"GPR6",6.91911981641756,7.14972805975842,6.94079459457648,7.00144532583992,0.96774587209284,0.991337398431206
"GPR62",7.00414864827745,6.90630879319137,7.07541192321557,7.01645034613746,1.01416673624303,1.00840333418886
"GPR63",6.56004697803232,6.64552068093038,6.59149841229311,6.65040900653102,0.98713814808472,0.991141808845132
"GPR64",6.57880640764583,6.56489826449529,6.5795868355756,6.54692474795055,1.00211856187106,1.00498892058218
"GPR65",6.85636165506052,6.68175186562441,6.85481055410083,6.71478946426314,1.02613233669069,1.02085264036689
"GPR75",6.73434471187107,6.75717611249615,6.71669657881058,6.74082619327923,0.996621162413859,0.996420377298452
"GPR77",6.48987795150566,6.46491552579388,6.48924654262873,6.43968644231925,1.00386121452201,1.00769604246315
"GPR78",6.58587795119845,6.52837370916073,6.56905105624352,6.53485913618267,1.00880835635329,1.00523223520941
"GPR81",6.54997424511177,6.52477964575013,6.53355625217734,6.5407521574491,1.00386137168296,0.998899835202658
"GPR82",6.4607828404909,6.43932612826351,6.4674086627278,6.46371257396062,1.00333213628259,1.00057182133718
"GPR83",7.91047021543526,8.39926822436646,7.98092378032538,8.34526480014184,0.941804691090447,0.956341586691142
"GPR84",6.82224137459252,6.80527333147284,6.84237418974602,6.84299145435505,1.00249336687789,0.999909796086529
"GPR85",6.5231946122405,6.54877113609006,6.53316134269452,6.57938033329567,0.996094454468166,0.992975175736954
"GPR87",6.46725906346898,6.42908361923294,6.4521846954135,6.43589010333976,1.00593792933752,1.00253183193189
"GPR88",6.98145660796391,7.58821436225159,7.20733366779171,7.53514276592398,0.920039455223344,0.956495967187947
"GPR89A",6.75421951639154,6.92408526389803,6.81824754658064,6.96233628508273,0.975467409624176,0.979304541952274
"GPR89B",7.65005287529887,7.7121822765809,7.62842691984962,7.71063461545908,0.991943992108343,0.989338400830894
"GPR89C",7.15372666495259,7.22951648904044,7.16100970351493,7.21054253549698,0.98951661232079,0.993130498608364
"GPR97",6.49918347211445,6.53481867082987,6.50218514223729,6.49784779839175,0.994546872604976,1.00066750468464
"GPR98",7.99706877114228,7.63726364841253,7.93038328128891,7.68449160386076,1.04711178496562,1.03199843139976
"GPRASP1",7.1973984057782,7.53837368480417,7.29857073387653,7.69455793648746,0.954768058299722,0.948536718304094
"GPRASP2",8.455530571561,9.46471857417644,8.7366028021225,9.48683514623361,0.893373691493701,0.92091858532938
"GPRC5A",6.46469680989228,6.51722055685566,6.51825617532073,6.49431013294896,0.991940774981426,1.0036872341914
"GPRC5B",8.29012255676757,7.86411780016323,8.18798111287246,7.88015198651033,1.05417069879033,1.03906385649529
"GPRC5C",7.82265997793089,7.42756972346189,7.60070354400984,7.35610313359294,1.05319239928789,1.0332513568631
"GPRC5D",6.51675619794964,6.4844111667722,6.48935975564775,6.49826835469002,1.00498812156502,0.998629081078832
"GPRC6A",6.52023624304725,6.5097972561911,6.52487274105253,6.53727434294097,1.00160358094812,0.998102939965823
"GPRIN1",7.35631116033986,7.80662812709975,7.53021479448312,7.75762550952331,0.942316073030727,0.970685525517954
"GPRIN2",6.44825665382868,6.43724216987568,6.44619529239202,6.43348601530536,1.00171105632852,1.00197548841428
"GPRIN3",6.58861480839678,6.53588454115723,6.57935970125006,6.56084480235464,1.00806780886466,1.00282202970093
"GPS1",9.24939274324949,9.05394575872378,9.17209045895243,9.0410855587176,1.02158694007388,1.01448995249343
"GPS2",7.8829756177585,7.84683205997138,7.87361011762574,7.79600866720881,1.00460613372516,1.009953997453
"GPSM1",9.66577601476071,9.28552557888714,9.416685741242,9.23745270496619,1.0409508791552,1.01940286375479
"GPSM2",8.28091968916254,8.04095894888337,8.21904072277306,8.18371229739957,1.0298423038601,1.00431691927693
"GPSM3",7.07668540863633,6.93418566177022,7.04215183558692,6.93229316072529,1.02055032181381,1.0158473786833
"GPT",7.49318684067723,6.95154396098662,7.28269882695912,6.9618209035784,1.07791691784306,1.04609109137177
"GPT2",11.3680791454264,10.7767624583959,11.1432649942715,10.9065971337859,1.05486960386417,1.02169951430152
"GPX1",9.22904578149019,9.12824305050409,9.27161428728654,9.04092720349246,1.01104294993334,1.02551586564097
"GPX2",6.56726136777535,6.61599010937613,6.54384994889289,6.57938140268236,0.992634701564664,0.99459957530734
"GPX3",8.57034964798439,8.49083887418806,8.40688398784528,8.38007613990811,1.009364301334,1.00319899813434
"GPX4",10.318390056474,10.5287748645225,10.4126061929742,10.4958396929094,0.980018111246978,0.992069857927478
"GPX5",6.46851739955585,6.47292986492423,6.47376888960537,6.47179519372552,0.999318320225855,1.00030496884107
"GPX6",6.57067027874666,6.58487875289947,6.57671311357426,6.59424412639306,0.997842257285823,0.997341467424806
"GPX7",7.06078468745414,7.15112207254179,7.12608342656799,7.14481157958772,0.987367383164311,0.997378775799597
"GPX8",8.03288298359257,7.50805318201867,7.86539213080755,7.48920209317989,1.06990224880543,1.05023099029071
"GRAMD1A",9.17569568930816,8.78199437932411,9.04657496679639,8.79971228552021,1.04483051263514,1.02805349462191
"GRAMD1B",7.13687724574843,7.2095386489797,7.12531704703191,7.20793046974392,0.989921490573943,0.988538537787124
"GRAMD1C",8.06619045984761,7.69107483942351,7.97309565962209,7.68729490842118,1.04877284752208,1.03717832535445
"GRAMD2",6.68807143561071,6.7993344836611,6.76300285529766,6.78410705265626,0.983636185524075,0.996889170941024
"GRAMD4",8.66300208992653,8.61760106808212,8.67859509970354,8.68756822720457,1.00526840607795,0.998967130125905
"GRAP",6.79842417403956,6.65994232439362,6.69425907647426,6.6466126062408,1.02079325058698,1.00716853426792
"GRAP2",6.4327329976221,6.4450086183861,6.45924950366601,6.41982393865804,0.998095329038199,1.00614122215573
"GRASP",7.01573693458676,7.30399755223645,7.02503877891791,7.22167857501321,0.960533856208449,0.9727709016605
"GRB10",7.74538495226654,7.74923747721865,7.70838093320525,7.7290969032741,0.999502851091679,0.997319742483746
"GRB14",6.93197512233689,7.07664466171599,6.92912311736701,7.08387828377402,0.979556760824554,0.978153892513725
"GRB2",7.5865559726732,7.72498512051033,7.66666742302021,7.72580787163002,0.982080334696103,0.992345079039957
"GRB7",6.51304830966337,6.55852984966458,6.53166848712327,6.53775914611753,0.99306528428722,0.99906838736972
"GREB1",6.61725663671704,6.67932853432141,6.62902312515791,6.68273098612879,0.990706865624978,0.991963186744706
"GREM1",7.56091285578876,7.53665933198092,7.70077388995356,7.61528453928955,1.00321807351766,1.0112260218542
"GREM2",6.78590535883895,7.06113556234094,6.79288911555781,7.03849341216872,0.961021821338501,0.965105558501157
"GRHL1",6.58656773504918,6.6649652771586,6.59784777174326,6.62341917974068,0.98823736676047,0.996139243598587
"GRHL3",6.49186481363349,6.47989977141611,6.49440968272389,6.47981043652521,1.0018464856926,1.00225303600185
"GRHPR",8.24056732458805,8.20843244259802,8.26335386986348,8.19551932590772,1.00391486221209,1.00827702812454
"GRIA1",6.72162795029269,6.90995568616398,6.78916822260616,6.88573884328552,0.972745449547761,0.98597527108169
"GRIA2",10.9099973786908,11.4744451850179,11.0759967953932,11.6125112907524,0.95080827027139,0.953798581381233
"GRIA3",6.7196855810212,6.82013898322833,6.7608640876903,6.84820507630471,0.985271062297387,0.987246148787713
"GRIA4",7.41971018874752,7.53643845009112,7.31290041699572,7.52742797414139,0.9845114821654,0.971500550004247
"GRID1",6.46309652613354,6.48301872826381,6.47670583434932,6.46588354709037,0.996927017649445,1.00167375226914
"GRID2",6.49798982982154,6.48759967584346,6.5018711113221,6.48892974718426,1.00160154055386,1.00199437575102
"GRIK1",7.27418265327025,7.37451490391607,7.24509965520271,7.43161442375883,0.986394732134511,0.974902523473254
"GRIK2",6.99073492071429,7.19273620668089,7.01360400128025,7.1651551506899,0.971915932940933,0.978848867020687
"GRIK3",6.54386695126516,6.58929215537976,6.54492130496746,6.58403970845176,0.99310620882434,0.994058601524822
"GRIK4",6.53596411336647,6.53525129352446,6.54713549924226,6.50588755541699,1.00010907305779,1.00634009479474
"GRIK5",7.23143990339715,7.39963254649965,7.22751773371939,7.34416481097631,0.977270135774233,0.984117039818798
